city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,Year
Beijing,07-03-2024,96,26.2,34.9,36.6,38.1,10.9,23,2,Urban,1819,2024
Delhi,08-03-2024,267,31.1,41.3,44.2,30.7,15.1,72,12,Urban,1528,2024
Delhi,09-03-2024,440,60.8,84.8,21.4,32.6,34.4,26,7,Suburban,102,2024
Beijing,10-03-2024,250,10.3,32.3,35.3,12.5,19.5,52,4,Rural,635,2024
Delhi,11-03-2024,102,33.6,91.7,19,29.8,16.8,65,7,Urban,1677,2024
Mexico City,12-03-2024,293,19.8,21,24.3,37.8,-4.4,57,12,Urban,190,2024
Los Angeles,13-03-2024,234,40.6,40.8,29.6,28.2,38.6,74,16,Urban,1073,2024
Delhi,14-03-2024,123,41.9,22.3,42.6,57.5,2.5,71,10,Urban,840,2024
Los Angeles,16-03-2024,170,21.1,48.1,28.8,50.8,16.1,46,6,Urban,622,2024
Los Angeles,17-03-2024,424,21.3,40.3,27.3,15.6,16.3,68,6,Urban,828,2024
London,18-03-2024,405,26.3,103.4,46.1,47.3,11.5,92,7,Suburban,856,2024
Beijing,19-03-2024,421,20,67.1,23.7,40.2,-0.7,33,8,Urban,788,2024
London,20-03-2024,461,41.9,56.1,41.8,64.9,17.5,29,7,Urban,186,2024
Delhi,21-03-2024,182,26.5,75,46.6,20.9,18.9,21,9,Urban,443,2024
Beijing,22-03-2024,367,37.2,67.6,28.3,34.5,37,49,5,Urban,96,2024
Delhi,23-03-2024,60,26.7,80.3,30.7,55.4,23.9,68,5,Suburban,591,2024
Beijing,24-03-2024,363,53.5,42.2,30.4,35.3,1.1,25,12,Urban,462,2024
Delhi,26-03-2024,175,33.8,72.4,16.6,31.8,1.9,71,15,Urban,1087,2024
Los Angeles,27-03-2024,436,42.1,36.2,30.3,40.4,21.2,72,15,Rural,158,2024
Beijing,28-03-2024,182,49.7,53.6,36.7,31.3,6.6,65,10,Suburban,402,2024
Delhi,29-03-2024,144,34.9,69.7,50.3,32.6,25.3,82,12,Urban,1475,2024
Delhi,30-03-2024,322,24,72.5,18.9,41.9,30.6,37,5,Urban,1095,2024
Beijing,31-03-2024,269,44.8,86.2,26.9,63.5,-2.3,64,8,Urban,786,2024
Beijing,01-04-2024,391,33,76.7,30.8,57.5,30.4,60,9,Urban,1733,2024
Beijing,02-04-2024,78,10.5,53.7,46.4,30.2,11.3,59,4,Urban,1563,2024
Delhi,03-04-2024,495,28.5,47.1,19.7,55.4,34.6,26,12,Suburban,1147,2024
Los Angeles,04-04-2024,371,52.7,33.1,33.1,31.3,14,45,8,Urban,990,2024
Tokyo,05-04-2024,168,37.1,61.2,23.3,20.7,33.1,58,9,Urban,743,2024
Beijing,06-04-2024,303,8.7,49.6,31.4,46.2,-2,64,5,Urban,1479,2024
Mexico City,07-04-2024,1,25,84.3,22.1,40.2,23,61,6,Urban,967,2024
London,08-04-2024,369,28.6,55.4,34,40.7,18.5,84,1,Urban,1061,2024
São Paulo,09-04-2024,25,19.1,55.1,26.7,45.3,17.5,90,8,Suburban,1735,2024
Mexico City,10-04-2024,144,14,31.7,20.7,33.6,14.3,36,8,Suburban,896,2024
Tokyo,11-04-2024,401,4.7,20.3,33.1,54.1,35.5,46,4,Suburban,1098,2024
Tokyo,12-04-2024,338,32.8,34.1,21.3,53,25.6,37,15,Urban,1432,2024
Los Angeles,13-04-2024,266,40.3,31.9,41.5,41.9,38.8,74,7,Urban,673,2024
Beijing,14-04-2024,85,1.3,45.9,33.3,36.2,14.5,42,5,Urban,705,2024
Delhi,15-04-2024,377,64.4,70.8,18.9,35.3,3,81,11,Rural,477,2024
Delhi,16-04-2024,209,18.9,78.6,36.6,28.2,6.4,31,3,Urban,1118,2024
Beijing,18-04-2024,420,42.3,57.5,29.2,38,32.9,45,9,Suburban,946,2024
Beijing,19-04-2024,497,13.6,16.4,31.7,22.3,19.9,42,2,Urban,83,2024
Mexico City,20-04-2024,255,31.1,38.6,20.2,35.9,-2.5,51,16,Urban,1786,2024
Mexico City,21-04-2024,303,49.4,64.1,20.7,55.4,38.3,47,15,Suburban,1349,2024
London,22-04-2024,449,17.9,66.6,21.1,52.7,-2.8,35,6,Urban,1781,2024
Delhi,23-04-2024,228,54.7,23.1,22,41.1,8.7,28,7,Urban,488,2024
Delhi,24-04-2024,408,5.1,37.5,42.2,37.2,3,73,2,Urban,490,2024
Los Angeles,25-04-2024,374,34.6,52.4,26.1,32.6,29.4,35,7,Suburban,1932,2024
London,26-04-2024,263,43.1,18.1,37,27.7,-3.7,71,8,Suburban,119,2024
São Paulo,27-04-2024,486,27.4,35.1,42.7,25.7,26.3,90,6,Urban,391,2024
London,28-04-2024,170,47.1,97.1,23.6,40.9,-1.5,26,9,Urban,465,2024
Tokyo,29-04-2024,478,25.8,89.8,26.6,44.3,27.2,87,8,Urban,1818,2024
Beijing,30-04-2024,373,36,41.5,35.5,35.2,20.5,24,9,Rural,1748,2024
Beijing,01-05-2024,281,47.8,67.6,33.8,31.9,12.9,82,6,Urban,625,2024
Delhi,02-05-2024,375,15.6,55.8,27.1,40.5,36.9,93,9,Rural,556,2024
Mexico City,03-05-2024,137,42,55.3,43.3,48.1,22.9,22,8,Suburban,1474,2024
Tokyo,04-05-2024,259,26.5,44.5,41.3,39.8,35.3,36,4,Suburban,394,2024
Beijing,05-05-2024,359,44.7,38.7,12.8,33.7,39.2,29,9,Suburban,923,2024
Delhi,07-05-2024,494,49.6,55.5,28.4,42.1,34.2,67,7,Urban,228,2024
Delhi,08-05-2024,159,16.3,60.1,17.2,34.9,7.7,37,9,Urban,1199,2024
Delhi,09-05-2024,373,19.2,67.1,28.6,49.6,31.9,73,4,Urban,132,2024
Delhi,10-05-2024,239,64.9,94.8,26.2,57.3,-2.4,92,15,Urban,981,2024
Tokyo,11-05-2024,433,43.1,96.6,40.1,35.1,31.1,42,11,Suburban,1227,2024
Beijing,12-05-2024,471,19.8,62.4,35.2,26.7,3.8,22,9,Suburban,1784,2024
London,13-05-2024,55,18.4,7.4,41.5,46.3,0.3,33,0,Urban,935,2024
Mexico City,14-05-2024,386,27.1,4.9,18,31.2,11.9,74,4,Urban,1803,2024
Delhi,15-05-2024,285,32.5,54.5,11.2,49.7,-1.4,60,6,Rural,882,2024
Delhi,16-05-2024,388,31.2,66.2,26.4,28.3,-2.9,39,7,Urban,1139,2024
London,17-05-2024,448,52.8,62.9,30.1,36.7,28.9,22,10,Urban,1477,2024
Delhi,18-05-2024,102,66.3,12.5,15.8,55.4,13.3,22,6,Urban,748,2024
Tokyo,19-05-2024,425,32.7,42.1,26.1,51.5,37.6,73,10,Urban,608,2024
Delhi,20-05-2024,77,39.5,44.7,33.7,30.7,-2.5,36,13,Suburban,541,2024
Mexico City,21-05-2024,157,29.8,62.4,36.9,42.8,18.1,82,2,Urban,794,2024
London,22-05-2024,486,20.1,52.5,16.5,56.1,11.4,21,7,Suburban,606,2024
Delhi,23-05-2024,97,45.4,68.5,38.7,53.3,30.3,86,11,Urban,933,2024
Delhi,24-05-2024,143,36,73.5,35.1,47.1,24.2,47,8,Suburban,1147,2024
Cairo,25-05-2024,386,53.5,30.3,46.5,38.6,3.1,91,9,Urban,1085,2024
Delhi,26-05-2024,327,24.3,20.3,30,50.3,-3.7,76,7,Suburban,1157,2024
Beijing,27-05-2024,411,34.4,31.7,25.1,50.7,6.8,42,3,Suburban,87,2024
Beijing,28-05-2024,376,13,34.5,26.1,44.1,4.8,32,4,Urban,1404,2024
Delhi,29-05-2024,118,34.9,58.1,17.9,43.6,19.3,68,9,Urban,1021,2024
Los Angeles,30-05-2024,261,39.5,63.9,12.3,48.7,38.3,49,10,Urban,1525,2024
Los Angeles,31-05-2024,29,25.3,77.7,24.3,38,0.3,41,4,Urban,1943,2024
Beijing,01-06-2024,37,36.3,43.4,28.1,30.4,2.3,32,1,Suburban,370,2024
London,02-06-2024,392,39.4,28.4,32.9,40.4,36.1,45,2,Urban,1094,2024
Delhi,03-06-2024,167,7.8,60,29.7,35.2,-3.3,76,13,Urban,980,2024
Delhi,04-06-2024,246,15.6,22.8,39.8,48.1,30.2,22,7,Urban,583,2024
Mexico City,05-06-2024,465,33,51.3,23.3,35.9,17.6,45,5,Urban,1351,2024
São Paulo,06-06-2024,349,26.8,71,34.1,43.9,32.9,80,9,Urban,846,2024
Delhi,07-06-2024,278,50.5,39.5,26.7,31.6,34.7,84,9,Suburban,489,2024
Delhi,08-06-2024,275,41.3,21.4,32,48.5,10.1,29,5,Urban,309,2024
Beijing,09-06-2024,475,37.4,85.5,24.9,24.9,23.4,80,8,Urban,1857,2024
London,10-06-2024,181,44.6,63.8,45.9,46.8,15.9,65,9,Urban,337,2024
Delhi,11-06-2024,80,45.2,40.1,36.1,45.4,18.5,81,13,Suburban,1991,2024
Beijing,12-06-2024,461,24.9,83.3,9.2,47.9,9.5,32,0,Urban,767,2024
Los Angeles,13-06-2024,34,43.6,18.1,36.1,30.3,30,69,9,Suburban,1475,2024
Beijing,14-06-2024,425,60.9,90,22.5,24.2,26.4,34,11,Urban,576,2024
Delhi,15-06-2024,329,46.5,46.9,45.5,17.4,9,94,7,Suburban,1732,2024
Delhi,16-06-2024,96,30,37.5,38,37.1,16.6,73,12,Urban,1133,2024
Beijing,17-06-2024,139,5.9,18.1,31.7,61.5,31.4,83,2,Urban,149,2024
Beijing,18-06-2024,199,14,44.7,28.1,40,14.7,56,5,Urban,1894,2024
London,19-06-2024,285,37.3,67.9,28.4,49.6,35.5,78,4,Urban,107,2024
Mexico City,20-06-2024,253,21.7,57.6,31.9,20.8,12.8,84,10,Urban,199,2024
Mexico City,21-06-2024,183,16.3,74.6,14.8,44.1,-0.3,65,5,Rural,873,2024
Beijing,23-06-2024,124,52.3,63.6,20.9,44.1,6.7,31,14,Suburban,1644,2024
Beijing,24-06-2024,0,19,63.9,27.1,46.3,5.7,53,6,Urban,852,2024
Tokyo,25-06-2024,44,57.9,19.4,31.5,64.5,16.4,47,6,Suburban,1174,2024
Delhi,26-06-2024,170,26.1,62,34.1,37,35.7,88,7,Urban,1232,2024
Los Angeles,27-06-2024,276,37.8,67.3,28.2,14.4,24.7,46,9,Urban,755,2024
Los Angeles,28-06-2024,55,8.9,55.4,34.2,25.8,8.3,32,6,Rural,659,2024
Delhi,29-06-2024,26,47.8,50.5,12.9,37.4,34.4,76,9,Urban,749,2024
Beijing,30-06-2024,383,11,25.3,30.6,44.1,3.1,69,5,Urban,1768,2024
Delhi,01-07-2024,359,11.9,51,27,22.9,9.5,37,11,Suburban,1237,2024
Delhi,02-07-2024,243,37.6,14.3,34.2,51,1.7,50,7,Urban,521,2024
Beijing,03-07-2024,131,10.9,19,29.6,44.3,4.9,92,4,Urban,1040,2024
Delhi,04-07-2024,312,32.5,47,37.4,39.3,5.4,40,8,Urban,1712,2024
Los Angeles,05-07-2024,70,14.3,32.9,27.7,34.9,33.4,59,9,Urban,90,2024
Tokyo,06-07-2024,5,49.3,50.8,11.5,53.5,35.5,94,8,Urban,1845,2024
London,07-07-2024,415,47.1,64.1,28,53.8,39.2,67,10,Urban,809,2024
Delhi,08-07-2024,382,22.2,47.5,28,46.7,13.2,54,4,Urban,483,2024
Delhi,09-07-2024,450,45,34.2,40,37.5,34.8,79,13,Suburban,1832,2024
Delhi,10-07-2024,413,23.3,61.2,32.1,55,9.2,35,3,Urban,148,2024
Delhi,11-07-2024,63,47,55.5,27.5,22,17.6,64,10,Suburban,1933,2024
Tokyo,12-07-2024,28,36.7,32,22.4,62.8,10.8,22,13,Urban,606,2024
Beijing,13-07-2024,475,53.7,22.8,36.3,45.8,17,28,10,Suburban,1553,2024
Delhi,14-07-2024,441,25.1,36.3,12.9,58.3,13.3,80,7,Urban,947,2024
London,15-07-2024,234,33.4,60.9,29.4,40.8,7.3,54,7,Rural,481,2024
Beijing,16-07-2024,282,41.1,61.4,21.1,36.8,5,69,12,Urban,148,2024
Delhi,17-07-2024,59,58.1,58.6,20.3,59.1,11.6,67,8,Suburban,1787,2024
Delhi,18-07-2024,108,36,50.9,46.4,24.9,34.4,24,16,Suburban,1300,2024
Mexico City,19-07-2024,184,20.1,50.6,26,49.5,3.2,22,13,Urban,614,2024
Los Angeles,20-07-2024,116,8.7,24.9,21.1,41.5,15.6,41,6,Suburban,781,2024
Delhi,21-07-2024,274,30.5,57,15.3,43.8,1,24,7,Suburban,146,2024
Tokyo,22-07-2024,193,34.6,63.6,36,39.1,-1.6,70,10,Urban,640,2024
London,23-07-2024,131,3,7.7,39.4,45.4,22.9,62,1,Urban,1916,2024
London,24-07-2024,117,35.2,43.6,22.4,28.6,20.4,58,9,Urban,790,2024
Delhi,25-07-2024,390,46.7,54.5,28.8,48.4,32.6,54,3,Suburban,1256,2024
Delhi,26-07-2024,322,14,48.2,23.1,19.3,-1,80,3,Urban,296,2024
London,27-07-2024,58,24.7,29.3,41.2,56.1,14.7,78,10,Urban,1493,2024
Beijing,28-07-2024,378,0.5,12.6,39.9,51,13.5,73,4,Urban,1767,2024
Mexico City,29-07-2024,442,27,72.9,43.9,55.3,30.3,93,7,Suburban,102,2024
Los Angeles,30-07-2024,127,24.8,47.3,21.9,61.7,34.8,63,4,Rural,95,2024
Delhi,31-07-2024,208,47.5,43.6,28,52,19.8,26,5,Urban,841,2024
Los Angeles,01-08-2024,54,32.6,38.5,26,35.9,13.4,38,9,Rural,1966,2024
Tokyo,02-08-2024,488,42,71.5,24.2,18.6,34.4,63,10,Urban,517,2024
Los Angeles,03-08-2024,360,47,102.3,28,34.3,37.7,84,11,Urban,1246,2024
London,05-08-2024,43,36.8,18.6,28.7,46.7,31.6,85,9,Suburban,1897,2024
Beijing,06-08-2024,8,20.3,51.8,26.1,18.7,13.7,28,6,Urban,1941,2024
Los Angeles,07-08-2024,228,20.9,47.5,26.1,40.1,-0.3,59,8,Suburban,501,2024
London,08-08-2024,195,40.5,24.2,42,23.8,33.8,53,11,Urban,234,2024
Los Angeles,09-08-2024,215,42.9,53,35,53,23.7,36,7,Urban,1379,2024
Delhi,10-08-2024,197,39.1,85.3,41.4,38.6,28,46,11,Urban,476,2024
Delhi,11-08-2024,475,24.4,62.9,28.2,45.8,21.3,84,4,Rural,1863,2024
Delhi,12-08-2024,179,56.4,58.6,17.5,17.5,15.6,50,9,Urban,1066,2024
Beijing,13-08-2024,205,33.7,42.3,42.4,26.7,37.1,62,5,Urban,1710,2024
Beijing,14-08-2024,376,21.3,35.1,29.7,49.3,27,69,8,Urban,199,2024
Mexico City,15-08-2024,174,54.8,47.1,20.9,54.1,1.2,33,10,Suburban,206,2024
Beijing,16-08-2024,292,62.7,66.4,29,53.5,5.6,85,7,Urban,1033,2024
Los Angeles,17-08-2024,365,59.2,47.2,13.1,44.4,29.4,49,13,Urban,364,2024
Tokyo,18-08-2024,452,15.8,49.1,25.9,34.2,37.6,58,8,Urban,527,2024
Delhi,19-08-2024,15,62.2,50,30.9,38.1,14.8,65,4,Suburban,620,2024
Los Angeles,20-08-2024,312,27.3,66,23.5,12.1,5.9,34,11,Urban,1677,2024
Mexico City,21-08-2024,265,24.6,31.4,19.1,30.2,-4.3,38,9,Urban,55,2024
Beijing,22-08-2024,292,39.9,45.4,37.3,56.5,9.6,29,8,Suburban,258,2024
Delhi,23-08-2024,491,30.3,46.3,30.4,38.2,19.2,46,5,Urban,640,2024
Los Angeles,24-08-2024,135,25.9,39.7,31,40.9,11.5,86,1,Urban,162,2024
Cairo,25-08-2024,410,28.1,42.7,24,47.5,17.9,91,11,Suburban,886,2024
Los Angeles,26-08-2024,330,36.9,39.8,34.2,17.3,13.1,24,7,Urban,528,2024
Tokyo,27-08-2024,208,28.6,61.6,8.2,41.5,5,42,6,Suburban,1576,2024
São Paulo,28-08-2024,350,46.1,33.1,37.7,33.7,2.3,55,7,Urban,1476,2024
Beijing,29-08-2024,390,32.3,43.5,22.4,24,7.1,68,11,Urban,1955,2024
Mexico City,30-08-2024,22,22,12,19.1,29.8,2.6,40,3,Urban,65,2024
Beijing,31-08-2024,276,16.7,31,36.5,57.8,37.4,22,0,Urban,297,2024
São Paulo,01-09-2024,25,41.3,79,24.1,53.5,10.7,78,11,Suburban,215,2024
Delhi,02-09-2024,14,36.7,40.2,51.9,21.9,27.8,41,6,Rural,106,2024
London,04-09-2024,100,36.1,34.8,38.2,48.1,24.2,93,3,Urban,168,2024
Delhi,05-09-2024,291,41.5,79,27.4,45,19.9,63,10,Urban,174,2024
Los Angeles,06-09-2024,414,24.4,54.4,43.7,61,12.6,63,6,Urban,908,2024
Beijing,07-09-2024,317,32.1,43.6,35.7,40.6,13.9,45,8,Urban,348,2024
Cairo,08-09-2024,421,59.3,55.6,30.8,42.9,25.6,71,7,Suburban,1781,2024
Tokyo,09-09-2024,178,39,76.2,29.4,37,26.2,29,5,Urban,1395,2024
Beijing,10-09-2024,452,51.3,64.7,9.2,47.1,7.4,38,12,Urban,53,2024
Los Angeles,11-09-2024,122,15.2,59.9,40.1,46,35.2,72,4,Suburban,573,2024
Beijing,12-09-2024,369,27.3,21.5,29.1,51.3,-4.1,69,4,Urban,829,2024
Mexico City,13-09-2024,82,23.1,18.2,41.5,41.7,38,48,9,Urban,378,2024
Mexico City,14-09-2024,290,16.9,67,34.6,38.5,7.1,85,4,Urban,1836,2024
London,15-09-2024,150,34.1,9.9,30.9,39.6,24.6,25,9,Urban,1559,2024
Delhi,16-09-2024,307,27.9,51.5,20.8,41.3,4.1,76,6,Urban,250,2024
Delhi,17-09-2024,226,32,40.1,43.2,42.3,38.1,58,12,Urban,82,2024
Los Angeles,18-09-2024,55,36.2,53.2,32.6,30.9,19,46,10,Urban,476,2024
Mexico City,19-09-2024,299,28.9,62.4,21.7,27,0.8,67,9,Urban,1389,2024
Beijing,20-09-2024,372,41.7,36.7,33,57.2,33.1,57,5,Urban,1998,2024
Delhi,21-09-2024,435,48.7,34.5,19.5,46.6,37.2,76,2,Urban,499,2024
Beijing,22-09-2024,455,7.4,53.1,22.8,33.5,30.3,81,0,Urban,1998,2024
London,23-09-2024,317,28.1,56.9,20.6,50.9,-0.8,77,7,Suburban,1451,2024
Delhi,24-09-2024,321,47.2,63.8,34,46,4.8,91,12,Urban,1853,2024
Beijing,25-09-2024,273,24.5,49.6,31,37.2,36.5,22,6,Urban,1856,2024
Tokyo,26-09-2024,466,58.4,37.5,18.6,46,33.1,42,13,Suburban,204,2024
Delhi,27-09-2024,172,59.1,57.9,25,50,5.8,83,11,Rural,1407,2024
Los Angeles,28-09-2024,249,19.8,49.8,20,47.3,18.1,33,5,Urban,1360,2024
Delhi,29-09-2024,215,28.7,43.1,27,25.4,16.3,81,9,Urban,1339,2024
London,30-09-2024,164,40.4,18.3,51.4,36.4,38.2,72,13,Urban,834,2024
Los Angeles,01-10-2024,322,58.8,62.6,31.1,13.2,13.6,92,7,Urban,533,2024
Tokyo,02-10-2024,29,42.1,31.4,40.7,45.5,10,91,7,Urban,1956,2024
Delhi,03-10-2024,318,39.4,74.4,31.8,47.4,35.3,48,10,Rural,714,2024
Beijing,04-10-2024,418,38.6,70.9,38,36.5,30.1,46,5,Rural,271,2024
Los Angeles,05-10-2024,105,41.9,70.7,31,50.8,10.9,87,8,Urban,1094,2024
Delhi,06-10-2024,119,35.5,70.7,35.2,37.6,9.3,63,4,Rural,825,2024
Delhi,07-10-2024,404,35.4,26.2,37.5,37.9,33.4,48,6,Rural,1702,2024
Delhi,08-10-2024,147,32.3,54.8,36.2,36.5,34,36,7,Urban,539,2024
Cairo,09-10-2024,414,34.3,37.3,29.7,61.6,25.8,54,2,Suburban,1095,2024
Los Angeles,10-10-2024,313,31.9,51.2,35.5,44.2,25.6,42,7,Rural,841,2024
Mexico City,11-10-2024,490,56.1,54.2,32.3,57.1,19.9,44,13,Suburban,1621,2024
Los Angeles,12-10-2024,238,45.6,67.4,26.7,32.7,34.3,80,9,Suburban,84,2024
Beijing,13-10-2024,447,35.2,48.3,32.2,26.2,35.3,94,9,Urban,124,2024
Beijing,15-10-2024,50,7.5,13.5,23.9,25,36,88,7,Suburban,440,2024
Mexico City,16-10-2024,108,29.6,11.7,23,51.6,21.7,52,4,Urban,116,2024
Delhi,17-10-2024,217,35.6,41.6,28.3,44.4,10.1,90,6,Urban,368,2024
Tokyo,18-10-2024,136,33.9,33.2,18,34.5,14,84,7,Urban,858,2024
London,19-10-2024,28,43.6,79.5,24.2,34.6,4.9,20,9,Urban,238,2024
Beijing,20-10-2024,485,44.5,46.4,42.2,21.2,36,36,10,Rural,1072,2024
Mexico City,21-10-2024,384,40.4,62.7,12.7,43.8,35.3,25,9,Suburban,308,2024
Delhi,22-10-2024,175,18.2,42.9,24.1,41.3,20.7,43,1,Suburban,531,2024
Cairo,23-10-2024,436,49.4,41.7,28.4,48.9,18.6,90,13,Urban,834,2024
Tokyo,24-10-2024,466,26.7,41.7,35.1,33,32.9,71,10,Suburban,1790,2024
Tokyo,25-10-2024,244,34.9,34.7,23.8,43.9,16.1,46,7,Urban,1809,2024
Beijing,26-10-2024,66,41.7,53.3,28.1,14.8,39,60,12,Urban,1710,2024
Delhi,27-10-2024,92,0.2,40.5,32.1,28.5,26.1,20,8,Suburban,256,2024
Delhi,28-10-2024,413,30.9,21.5,20.8,32.2,30.3,72,11,Urban,976,2024
Delhi,29-10-2024,229,4.4,24.5,31,38.2,14.9,26,4,Urban,1680,2024
Delhi,30-10-2024,254,32.4,35.4,35.7,42.1,1.8,78,6,Urban,1794,2024
Delhi,31-10-2024,65,4.8,71.5,18.8,53.2,-4.2,41,14,Urban,1537,2024
Delhi,02-11-2024,45,26.7,67.3,21.6,55,-1.3,30,8,Urban,198,2024
Delhi,03-11-2024,351,24.4,45.3,12.1,34.5,13.4,41,9,Urban,1970,2024
London,04-11-2024,61,67.2,46,28,52,14.2,75,14,Suburban,1705,2024
Mexico City,05-11-2024,420,31.8,67.3,10.3,25.6,0.5,52,4,Urban,1965,2024
Los Angeles,06-11-2024,50,47.2,20.7,38.3,37.6,28.5,79,6,Urban,1427,2024
Mexico City,07-11-2024,91,17.5,36.2,5,40.2,23.5,94,6,Urban,1253,2024
Tokyo,08-11-2024,446,19.1,0.3,6.2,35.6,38.3,63,6,Urban,1500,2024
Mexico City,09-11-2024,265,32.4,32.8,29.6,23.2,4,85,4,Suburban,1063,2024
Beijing,10-11-2024,15,24.8,59.2,29.9,56.9,31.4,93,5,Rural,868,2024
Los Angeles,11-11-2024,96,25.4,55.9,30,35.4,37.1,25,9,Suburban,1084,2024
Beijing,12-11-2024,141,32.1,81.2,13.9,45.4,23.8,60,11,Urban,551,2024
Beijing,13-11-2024,134,23,44.8,38.5,59.5,33.2,61,9,Urban,1242,2024
Beijing,14-11-2024,102,10.2,77.4,34.4,19.5,-0.5,84,4,Rural,889,2024
Delhi,15-11-2024,173,40.2,56,43.8,34.2,29.6,72,8,Urban,1060,2024
Los Angeles,16-11-2024,222,33,35.7,27,54.6,20.3,20,12,Urban,1480,2024
Delhi,17-11-2024,44,25.8,28.9,46.2,25.7,-0.5,39,9,Urban,750,2024
Delhi,19-11-2024,491,44.9,51.3,18.8,28.7,29.1,64,7,Urban,1079,2024
London,20-11-2024,125,27.5,37,26,46.1,8.8,61,7,Rural,859,2024
Beijing,21-11-2024,80,30.2,36.8,14.8,33.9,3.3,84,15,Rural,819,2024
Mexico City,22-11-2024,446,0.2,80.4,42,36.6,3.1,54,5,Urban,1316,2024
London,23-11-2024,40,19.9,53.7,37.4,29.5,13.1,61,14,Suburban,1889,2024
Los Angeles,25-11-2024,30,57,34.3,35,56.8,-1.1,48,15,Urban,1240,2024
Beijing,26-11-2024,148,23.4,32.9,24.3,46.7,16.8,88,4,Urban,135,2024
Delhi,27-11-2024,339,28.8,50.8,27,38.9,18.5,61,1,Rural,293,2024
Mexico City,28-11-2024,160,34.5,81.9,25.2,45.5,10.4,91,0,Suburban,80,2024
Tokyo,29-11-2024,310,37.8,20.3,41,33,11.4,23,14,Urban,112,2024
Delhi,30-11-2024,184,17.5,47,32,49.1,37.9,58,10,Rural,1000,2024
Mexico City,01-12-2024,171,15.7,75.1,45.6,36.3,29.3,37,3,Urban,1341,2024
Delhi,02-12-2024,197,72.6,46.7,27.7,37.3,11.4,21,10,Rural,1536,2024
Mexico City,03-12-2024,24,10.6,58.8,40.1,8.9,4.5,21,4,Urban,283,2024
Mexico City,05-12-2024,300,40.5,11.4,29.1,13.2,5.7,44,5,Urban,1320,2024
Mexico City,06-12-2024,174,33.3,46,29.9,41.8,21.9,46,7,Rural,1026,2024
Delhi,07-12-2024,484,38.6,31.2,37.9,31.5,3.8,58,8,Urban,1752,2024
Mexico City,09-12-2024,369,36,76.9,14.4,37.1,3,81,10,Urban,1552,2024
Mexico City,10-12-2024,359,42.3,58.9,30.2,28,8.3,21,11,Urban,393,2024
Delhi,11-12-2024,399,60,65.3,44.7,49.7,32.9,46,7,Urban,619,2024
Beijing,13-12-2024,102,9.2,77.7,44.1,27.6,20.3,73,8,Suburban,1391,2024
Delhi,14-12-2024,404,9.5,62.3,48.2,47.3,2.7,47,1,Suburban,1406,2024
Delhi,15-12-2024,460,38.2,34.3,26.7,52.2,24.9,55,11,Suburban,710,2024
Beijing,16-12-2024,203,22.6,13.7,40.5,64.5,-3.5,69,12,Rural,1019,2024
Los Angeles,17-12-2024,267,37.5,75.6,42.6,46.8,-1.4,53,4,Rural,637,2024
Delhi,18-12-2024,362,40,27.2,13.9,36.8,2.7,72,10,Urban,1313,2024
London,19-12-2024,222,61,61.6,24.4,44.3,6.9,71,14,Urban,205,2024
Beijing,20-12-2024,196,29.5,67.7,18.7,50.3,-3.4,71,14,Urban,1329,2024
Los Angeles,21-12-2024,496,31.9,32.3,45.7,43.3,35.5,72,9,Urban,933,2024
Beijing,22-12-2024,387,17.6,90.3,29.5,45.2,11.4,51,6,Suburban,77,2024
Beijing,23-12-2024,466,33.2,36.8,38.9,49.9,39.2,27,14,Urban,1668,2024
Mexico City,24-12-2024,331,17.8,36.1,20.9,45.9,20.2,25,5,Urban,467,2024
Tokyo,25-12-2024,42,42.4,49.8,29.5,25.7,-4.3,70,3,Rural,1295,2024
Beijing,26-12-2024,336,28.5,47,30,40.2,22.9,46,7,Urban,150,2024
Beijing,27-12-2024,187,29.9,37.4,36.6,56.8,6.4,30,7,Urban,367,2024
Mexico City,28-12-2024,440,46.5,46.5,33.1,20.8,16.6,76,8,Urban,1837,2024
Los Angeles,29-12-2024,459,34.5,65.6,34,29.5,30.4,47,7,Suburban,1259,2024
Delhi,30-12-2024,412,46.8,39.9,37,33.8,5.5,35,8,Urban,1247,2024
Beijing,31-12-2024,270,24.5,41.4,11.6,43.8,36.4,52,1,Suburban,875,2024
